PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Recchia, HE; Wainryb, C; Posada, R				Recchia, Holly E.; Wainryb, Cecilia; Posada, Roberto			The Juxtaposition of Revenge and Forgiveness in Peer Conflict Experiences of Youth Exposed to Violence	JOURNAL OF RESEARCH ON ADOLESCENCE												In a sample of 95 urban Colombian mid-adolescents, this mixed-method study examined how youths' retaliatory desires and actions were juxtaposed with forgiveness and nonforgiveness in their narrative accounts of peer conflict. Quantitative analyses examined how retaliatory desire and action were associated with variations in youths' lifetime exposure to violence (ETV) and recent victimization by peers at school. These measures of violence exposure were related to revenge only in the context of unforgiven harms. Qualitative analyses explored aspects of youths' narrative accounts that may underlie the observed associations. Overall, findings suggest that ETV may interfere with youths' capacity to reflect on revenge in ways that recognize their own fallibility and thus open the door to forgiveness.					Posada-Giléde, Roberto/Y-3386-2018	Posada, Roberto/0000-0003-3671-7276													1050-8392	1532-7795				DEC	2020	30	4					956	969		10.1111/jora.12573	http://dx.doi.org/10.1111/jora.12573		AUG 2020						32776648					WOS:000557586500001
J	Rothenberg, WA; Lansford, JE; Bornstein, MH; Chang, L; Deater-Deckard, K; Di Giunta, L; Dodge, KA; Malone, PS; Oburu, P; Pastorelli, C; Skinner, AT; Sorbring, E; Steinberg, L; Tapanya, S; Tirado, LMU; Yotanyamaneewong, S; Alampay, LP; Al-Hassan, SM; Bacchini, D				Rothenberg, W. Andrew; Lansford, Jennifer E.; Bornstein, Marc H.; Chang, Lei; Deater-Deckard, Kirby; Di Giunta, Laura; Dodge, Kenneth A.; Malone, Patrick S.; Oburu, Paul; Pastorelli, Concetta; Skinner, Ann T.; Sorbring, Emma; Steinberg, Laurence; Tapanya, Sombat; Tirado, Liliana Maria Uribe; Yotanyamaneewong, Saengduean; Alampay, Liane Pena; Al-Hassan, Suha M.; Bacchini, Dario			Effects of Parental Warmth and Behavioral Control on Adolescent Externalizing and Internalizing Trajectories Across Cultures	JOURNAL OF RESEARCH ON ADOLESCENCE												We investigated the effects of parental warmth and behavioral control on externalizing and internalizing symptom trajectories from ages 8 to 14 in 1,298 adolescents from 12 cultural groups. We did not find that single universal trajectories characterized adolescent externalizing and internalizing symptoms across cultures, but instead found significant heterogeneity in starting points and rates of change in both externalizing and internalizing symptoms across cultures. Some similarities did emerge. Across many cultural groups, internalizing symptoms decreased from ages 8 to 10, and externalizing symptoms increased from ages 10 to 14. Parental warmth appears to function similarly in many cultures as a protective factor that prevents the onset and growth of adolescent externalizing and internalizing symptoms, whereas the effects of behavioral control vary from culture to culture.					Al-Hassan, Suha/ABF-2787-2021; Chang, Lei/AAB-4014-2020; Yotanyamaneewong, Saengduean/AAO-1209-2020; Malone, Patrick/F-6851-2011	Rothenberg, William/0000-0002-1739-9041; Lansford, Jennifer/0000-0003-1956-4917; Alampay, Liane/0000-0002-5760-6711													1050-8392	1532-7795				DEC	2020	30	4					835	855		10.1111/jora.12566	http://dx.doi.org/10.1111/jora.12566		JUL 2020						32609411					WOS:000544362300001
J	Tavares, D; Freire, T; Faria, S				Tavares, Dionisia; Freire, Teresa; Faria, Susana			Internal and External Factors Underlying Variations in Adolescents' Daily Optimal Experiences	JOURNAL OF RESEARCH ON ADOLESCENCE												This study investigated how the internal psychological states (i.e., challenge-skill perception, positive and negative affect, and effortless attention) and contextual features (i.e., activity and company) of momentary experiences relate to optimal experience in adolescents' lives. Data were collected from 245 Portuguese adolescents (14-19 years old, 63% female) by using the experience sampling method. Multilevel modeling revealed that challenge-skill and positive affect were positively associated with optimal experience, while negative affect was negatively associated with optimal experience. Effortless attention mediated the associations between internal states and optimal experience, while activity and company only moderated some of these associations. These findings will inform practitioners about the factors that should be addressed in interventions with adolescents to promote optimal experiences in their lives.					; Faria, Susana/C-2176-2015; Freire, Teresa/D-6911-2012	Tavares, Dionisia/0000-0003-1115-0242; Faria, Susana/0000-0001-8014-9902; Freire, Teresa/0000-0001-5773-381X													1050-8392	1532-7795				MAR	2020	30	1					266	284		10.1111/jora.12522	http://dx.doi.org/10.1111/jora.12522								31246377					WOS:000516654100018
J	Mantovani, N; Gillard, S; Mezey, G; Clare, F				Mantovani, Nadia; Gillard, Steve; Mezey, Gill; Clare, Fiona			Children and Young People "In Care" Participating in a Peer-Mentoring Relationship: An Exploration of Resilience	JOURNAL OF RESEARCH ON ADOLESCENCE												The aim of this study was to explore how a 1-year peer-mentoring relationship contributed to change in young women "in care." Twenty semistructured, one-to-one interviews were conducted with mentors (n = 11) and mentees (n = 9) recruited from two different London local authorities. Participants' accounts were interpreted through a developmental lens to uncover developmental aspects and locus mechanisms through which transformative change took place. Resilience as a healthy outcome was the result of the dual function the mentoring relationship performed. The mentoring relationship was protective against the risks associated with transitioning to independent living and/or adulthood, and promoted internal assets and competencies whereby the mentees' ability to resist them was enhanced. Establishing a trustworthy connection with a role model promoted developmental domains within mentees.						Gillard, Steve/0000-0002-9686-2232; Mantovani, Nadia/0000-0002-0352-7444													1050-8392	1532-7795				FEB	2020	30			2			380	390		10.1111/jora.12483	http://dx.doi.org/10.1111/jora.12483								30740832					WOS:000518217500007
J	Lai, YH; Carr, S				Lai, Ya-Hsin; Carr, Sam			Is Parental Attachment Security Contextual? Exploring Context-Specific Child-Parent Attachment Patterns and Psychological Well-Being in Taiwanese Youths	JOURNAL OF RESEARCH ON ADOLESCENCE												Scant research to date has explored the possibility of context-specific variation in attachment security within a given relationship. In this paper, two cross-sectional studies were designed (1) to develop and validate context-specific attachment scales in Traditional-Chinese and (2) to explore variations in attachment security within a given parental relationship but between the contexts of sport and academics, relating them to global attachment patterns and indicators of psychological well-being. Results indicated that Taiwanese youth can and do perceive contextual variation within a given parental relationship. However, the relationship between such contextual variation and psychological outcomes was complex. Contextual variation may be a meaningful and useful way to explore and think about within-parent attachment fluctuation.						Carr, Sam/0000-0003-1893-3127; Lai, Ya-Hsin/0000-0002-6286-8441													1050-8392	1532-7795				JUN	2020	30	2					389	405		10.1111/jora.12531	http://dx.doi.org/10.1111/jora.12531		SEP 2019						31529770					WOS:000486850000001
J	Odgers, CL				Odgers, Candice L.			Why Digital Tools Have Not Yet Revolutionized Adolescent Health Research and What We Can Do	JOURNAL OF RESEARCH ON ADOLESCENCE												The promise of digital tools and devices for spurring new discoveries in adolescence research is enticing. Notably, this special section draws attention to many of the advantages that mobile and wearable devices offer for ambulatory assessment research, which have now been realized. Despite such progress, digital tools have not yet delivered on their predicted revolution of adolescent health research. I offer four reasons for why digital devices have fallen short of this predicted promise. For each barrier, I suggest parallel strategies for ensuring adolescent research benefits from Ambulatory Assessment advances. To avoid being left behind, adolescence scholarship must develop in time with innovations in digital devices and platforms, which are moving forward to support basic science and interventions in mental health.					Odgers, Candice/ABD-7753-2021	Odgers, Candice/0000-0003-4937-6618													1050-8392	1532-7795				SEP	2019	29	3					675	681		10.1111/jora.12534	http://dx.doi.org/10.1111/jora.12534								31573761					WOS:000488692700010
J	Hardy, SA; King, PE				Hardy, Sam A.; King, Pamela Ebstyne			Processes of Religious and Spiritual Influence in Adolescence: Introduction to a Special Section	JOURNAL OF RESEARCH ON ADOLESCENCE												This paper serves as the lead article introducing the special section of the Journal of Research on Adolescence focused on processes of religious and spiritual influence during adolescence. The purpose of the special section is to review prior theory and research on the processes by which religiosity and spirituality might influence youth outcomes, present original cutting-edge theory and research on processes of religious and spiritual influence, and point to the most fruitful directions and methodological approaches for future work in the area. The special section is guided by eight research questions which push researchers to go beyond mere bivariate associations between religion/spirituality and youth outcomes to unpacking the processes of influence at work.					Hardy, Sam/U-6266-2019														1050-8392	1532-7795				JUN	2019	29	2					244	253		10.1111/jora.12509	http://dx.doi.org/10.1111/jora.12509								31206887					WOS:000471828900001
J	Vasilenko, SA; Espinosa-Hernández, G				Vasilenko, Sara A.; Espinosa-Hernandez, Graciela			Multidimensional Profiles of Religiosity Among Adolescents: Associations With Sexual Behaviors and Romantic Relationships	JOURNAL OF RESEARCH ON ADOLESCENCE												Religiosity is associated with sexual behavior in adolescence; however, religiosity is a multidimensional construct, and it is not clear how different patterns of religiosity may differentially predict sexual behaviors and romantic relationships. We apply latent class analysis to nationally representative data from the National Longitudinal Study of Adolescent to Adult Health (Add Health; N = 10,149) to examine (1) what religiosity profiles exist among adolescents and (2) how they predict sexual behavior and romantic relationship status in adolescence and young adulthood. Religiosity in multiple domains was associated with lesser odds of sexual behavior compared to profiles marked by only affiliation, private, or public religiosity. Findings suggest that examining multiple facets of religiosity together is important for understanding how religiosity is associated with sexual behavior.						Vasilenko, Sara/0000-0002-1773-8947													1050-8392	1532-7795				JUN	2019	29	2					414	428		10.1111/jora.12444	http://dx.doi.org/10.1111/jora.12444								31206883					WOS:000471828900013
J	Marceau, K; Hottle, S; Yatcilla, JK				Marceau, Kristine; Hottle, Savannah; Yatcilla, Jane Kinkus			Puberty in the Last 25 Years: A Retrospective Bibliometric Analysis	JOURNAL OF RESEARCH ON ADOLESCENCE												Puberty research has been highly productive in the past few decades and is gaining momentum. We conducted an analysis of bibliographic data, including titles, abstracts, keywords, indexing terms, and citation data to assess the sheer numbers, audience and reach, publication types, and impact of puberty-related publications. Findings suggest that puberty-related publications are increasing in sheer numbers, and have reach in many fields as befits an interdisciplinary science. Puberty-related publications typically have higher impact in terms of citations than the journal averages, among the journals that published the most studies on puberty. Limitations of the field and recommendations for researchers to improve the impact and reach of puberty-related publications (e.g., clear conclusions in abstracts, highlighting the importance of puberty) are discussed.					Marceau, Kristine/AAU-5587-2020; Yatcilla, Jane/AAQ-6214-2021	Marceau, Kristine/0000-0002-8924-6597; Yatcilla, Jane/0000-0003-0660-4983													1050-8392	1532-7795				MAR	2019	29	1					96	114		10.1111/jora.12396	http://dx.doi.org/10.1111/jora.12396								30869844					WOS:000461209000007
J	Vasilenko, SA; Linden-Carmichael, A; Lanza, ST; Patrick, ME				Vasilenko, Sara A.; Linden-Carmichael, Ashley; Lanza, Stephanie T.; Patrick, Megan E.			Sexual Behavior and Heavy Episodic Drinking Across the Transition to Adulthood: Differences by College Attendance	JOURNAL OF RESEARCH ON ADOLESCENCE												Despite a growing literature on college students' sexual behaviors, little is known about how sexual behaviors, and their associations with alcohol, differ for college and noncollege attenders, and whether these patterns represent changes during college or an extension of pre-college behaviors. This paper applied time-varying effect models to data from the National Longitudinal Study of Adolescent to Adult Health to examine (1) prevalence of four sexual behaviors from ages 14 to 24 and (2) how their association with frequent heavy episodic drinking varied across these ages for college and noncollege attenders. Nonattenders have higher prevalence of all sexual behaviors than college attenders across most ages; however, the association between heavy episodic drinking and sexual behaviors is stronger for college attenders during ages 18-20.						Vasilenko, Sara/0000-0002-1773-8947													1050-8392	1532-7795				JUN	2018	28	2					473	487		10.1111/jora.12348	http://dx.doi.org/10.1111/jora.12348								29027304					WOS:000445137300016
J	Tyler, KA; Schmitz, RM; Ray, CM				Tyler, Kimberly A.; Schmitz, Rachel M.; Ray, Colleen M.			Role of Social Environmental Protective Factors on Anxiety and Depressive Symptoms Among Midwestern Homeless Youth	JOURNAL OF RESEARCH ON ADOLESCENCE												We employ a social stress framework, which examines the influence of multiple stressors (e.g., physical abuse, foster care placement) on an individual's ability to function (e.g., mental well-being), to longitudinally examine the effects of stressful life events on mental health and the role of the social environment in this process among 150 homeless youth. Results revealed that numerous stressors, such as physical abuse and running away from home more frequently, were associated with greater depressive symptoms and elevated anxiety. Having mentors and family and friends from home that youth can rely on resulted in more positive social support, which subsequently lowered the risk for depressive symptoms and anxiety at wave 2.					Ray, Colleen/AAO-8785-2020														1050-8392	1532-7795				MAR	2018	28	1			SI		199	210		10.1111/jora.12326	http://dx.doi.org/10.1111/jora.12326								29460358					WOS:000425591200017
J	Aizpitarte, A; Alonso-Arbiol, I; Van de Vijver, FJR				Aizpitarte, Alazne; Alonso-Arbiol, Itziar; Van de Vijver, Fons J. R.			An Explanatory Model of Dating Violence Risk Factors in Spanish Adolescents	JOURNAL OF RESEARCH ON ADOLESCENCE												Dating violence is a serious public health issue that needs further understanding in terms of risk factors that may be involved in it. The main goal of this study was to test a mediational model of dating violence risk factors. The sample was composed of 477 secondary and college students from Spain (59% females). A dynamic developmental explanatory model considering aggressiveness, insecure attachment, interparental conflict, and peer dating violence was tested using a multigroup structural equationmodel. Aggressiveness partially mediated the relation between anxious attachment and dating violence and fully mediated the association between interparental conflict resolution and dating violence. Furthermore, perceived peer dating violence was a direct predictor of dating violence. Implications for prevention and intervention plans are discussed.					van de Vijver, Fons/A-4317-2012; Alonso-Arbiol, Itziar/B-5095-2011	Aizpitarte, Alazne/0000-0001-8074-8446; Alonso-Arbiol, Itziar/0000-0002-4638-085X													1050-8392	1532-7795				DEC	2017	27	4					797	809		10.1111/jora.12315	http://dx.doi.org/10.1111/jora.12315								29152871					WOS:000415897400006
J	Wang, BY; You, JN; Lin, MP; Xu, S; Leung, F				Wang, Biyao; You, Jianing; Lin, Min-Pei; Xu, Sian; Leung, Freedom			Developmental Trajectories of Nonsuicidal Self-Injury in Adolescence and Intrapersonal/Interpersonal Risk Factors	JOURNAL OF RESEARCH ON ADOLESCENCE												This 3-wave study investigated the developmental trajectories of nonsuicidal self-injury (NSSI) and intrapersonal/interpersonal risk factors among 3,381 Chinese adolescents (56.2% females) aged from 13 to 17years during a 1-year period. Using an accelerated longitudinal design and latent class growth analysis, we identified four subgroups of NSSI trajectories: negligible (74.6%), experimental (12.8%), moderate decreasing (10.8%), and high fluctuating (1.9%). Adolescents reporting both intrapersonal (i.e., impulsive behaviors and depression) and interpersonal (i.e., unstable relationships and parental criticism) risk factors were significantly more likely to follow the latter three trajectories. The findings of this study suggest there is heterogeneity in NSSI development among adolescents and highlight the contributions of both intrapersonal and interpersonal risk factors in the engagement in NSSI.																			1050-8392	1532-7795				JUN	2017	27	2					392	406		10.1111/jora.12273	http://dx.doi.org/10.1111/jora.12273								28876527					WOS:000401163500009
J	Cutbush, S; Williams, J				Cutbush, Stacey; Williams, Jason			Teen Dating Violence, Sexual Harassment, and Bullying Among Middle School Youth: Examining Measurement Invariance by Gender	JOURNAL OF RESEARCH ON ADOLESCENCE												This study investigated measurement invariance by gender among commonly used teen dating violence (TDV), sexual harassment, and bullying measures. Data were collected from one cohort of seventh-grade middle school students (N = 754) from four schools. Using structural equation modeling, exploratory and confirmatory factor analyses assessed measurement models and tested measurement invariance by gender for aggression measures. Analyses invoked baseline data only. Physical and psychological TDV perpetration measures achieved strict measurement invariance, while bullying perpetration demonstrated partial strict invariance. Electronic TDV and sexual harassment perpetration achieved metric/scalar invariance. Study findings lend validation to prior and future studies using these measures with similar populations. Future research should increase attention to measurement development, refinement, and testing among study measures.						Cutbush, Stacey/0000-0001-7878-6195; Williams, Jason/0000-0002-3804-2594													1050-8392	1532-7795				DEC	2016	26	4					918	926		10.1111/jora.12244	http://dx.doi.org/10.1111/jora.12244								28453195					WOS:000389759300023
J	Miller, JA; Smith, EA; Coffman, D; Mathews, C; Wegner, L				Miller, Jacqueline A.; Smith, Edward A.; Coffman, Donna; Mathews, Catherine; Wegner, Lisa			Forced Sexual Experiences and Sexual Situation Self-Efficacy Among South African Youth	JOURNAL OF RESEARCH ON ADOLESCENCE												Nearly 20% of South African youth experience forced or coerced sexual intercourse. Understanding the factors associated with forced sex is important for informing prevention programs aimed at reducing sexual violence and HIV and AIDS. Multilevel regression models test the association between sexual situation self-efficacy and forced sex among 2,893 South African adolescents. Findings suggest that youth are more likely to experience forced sex after periods of time when their levels of self-efficacy are lower than their average levels of self-efficacy. Furthermore, youth who are lower on their self-efficacy compared to their peers are more likely to experience forced sex. Implications for prevention research are discussed.					Coffman, Donna/C-3038-2013; Mathews, Catherine/M-3026-2013; Wegner, Lisa/A-8630-2019	Mathews, Catherine/0000-0001-5368-1127; Wegner, Lisa/0000-0001-9415-119X; Miller, Jacqueline/0000-0003-0005-2882													1050-8392	1532-7795				DEC	2016	26	4					673	686		10.1111/jora.12217	http://dx.doi.org/10.1111/jora.12217								28453207					WOS:000389759300005
