PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Fryberg, SA; Eason, AE				Fryberg, Stephanie A.; Eason, Arianne E.			"Oh, the places you'll go": The psychological consequences of omission and misrepresentation for Native children	CHILD DEVELOPMENT												All children navigate the world by searching for information in their sociocultural contexts (e.g., schools, media, laws) to make sense of their experiences and potential futures. In doing so, Native children, however, must contend with the legacy and ongoing oppression of their Peoples, communities, and ways of being. In this manuscript, we highlight how sociocultural contexts stemming from settler colonialism undermine Native futures. We detail how settler colonialism, specifically its manifestation in acts of omission and misrepresentation, impacts children's self and identity development, and intergroup relations. We close by acknowledging the importance of understanding development in context, and the power that the representational landscape can have for promoting paths toward positive child development and greater equity.																			0009-3920	1467-8624				NOV	2024	95	6					1906	1914		10.1111/cdev.14193	http://dx.doi.org/10.1111/cdev.14193		OCT 2024						39473367					WOS:001345825900001
J	Elliott, E; Fish, J				Elliott, Emma; Fish, Jillian			Overcoming human exceptionalism: The role of ethical nature-culture relations in the developmental contexts of indigenous children	CHILD DEVELOPMENT												Indigenous populations, including American Indians, Alaska Natives, First Nations, and other first peoples worldwide, have been largely overlooked in child development research. This commentary examines how Indigenous relationality intersects with developmental science, advocating for a shift from human exceptionalism to an interconnected relationality among people, land, and more-than-human beings. Drawing from diverse Indigenous knowledge and practices, The Six Pillars to Advance Indigenous Relationality among Children provides frameworks for integrating Indigenous worldviews emphasizing interconnected responsibilities and sustainability. Embracing Indigenous relationality-grounded in respect and reciprocity-dismantles inequitable systems, enhances socioecological well-being, and supports healthy Indigenous child development, fostering responsible relationships with the land and ensuring a sustainable future for generations.					Fish, Jill/K-9961-2019	Elliott, Emma/0000-0002-1286-1188; Fish, Jillian/0000-0002-1605-1668													0009-3920	1467-8624				NOV	2024	95	6					1894	1905		10.1111/cdev.14195	http://dx.doi.org/10.1111/cdev.14195		OCT 2024						39473375					WOS:001344875800001
J	Ehrlich, KB; Brisson, JM; Wiggins, ER; Lyle, SM; Celia-Sanchez, M; Gallegos, D; Langer, A; Ross, KM; Gerend, MA				Ehrlich, Katherine B.; Brisson, Julie M.; Wiggins, Elizabeth R.; Lyle, Sarah M.; Celia-Sanchez, Manuela; Gallegos, Daisy; Langer, Anna; Ross, Kharah M.; Gerend, Mary A.			Experiences of discrimination and snacking behavior in Black and Latinx children	CHILD DEVELOPMENT												Little is known about how discrimination contributes to health behaviors in childhood. We examined the association between children's exposure to discrimination and their snacking behavior in a sample of youth of color (N = 164, Mage = 11.5 years, 49% female, 60% Black, 40% Hispanic/Latinx). We also explored whether children's body mass index (BMI) or sleepiness moderated the association between discrimination and calorie consumption. The significant link between discrimination and calorie consumption was moderated by children's BMI, such that discrimination was associated with calorie consumption for children with BMI percentiles above 79%. Children's sleepiness did not serve as an additional moderator. Efforts to promote health should consider children's broader socio-contextual experiences, including discrimination, as factors that may shape eating patterns.					Brisson, Julie/AAD-7904-2022; Ross, Kharah/M-1453-2016	Ehrlich, Katherine/0000-0002-8958-6161; Ross, Kharah/0000-0002-1472-5630													0009-3920	1467-8624				2024 OCT 29	2024										10.1111/cdev.14191	http://dx.doi.org/10.1111/cdev.14191		OCT 2024						39469799					WOS:001344231300001
J	Hilton, BC; Sabbagh, MA				Hilton, Brooke C.; Sabbagh, Mark A.			Preschoolers use probabilistic evidence to flexibly change or maintain expectations on an active search task	CHILD DEVELOPMENT												This study investigated 3- to 5-year-olds' (N = 64, 37 girls, 62.5% White, data collected between 2021-2022) ability to use probabilistic information gleaned through active search to appropriately change or maintain expectations. In an online fishing game, children first learned that one of two ponds was good for catching fish. During a subsequent testing phase, children searched the ponds for fish. Half saw outcomes that were probabilistically consistent with training, and the other half saw outcomes that were probabilistically inconsistent. Children in the Inconsistent condition adapted their search strategies, showing evidence of changing their expectations. Those in the Consistent condition maintained their initial search strategy. Trial-by-trial analyses suggested that children used a combination of heuristic and information integration strategies to guide their search behavior.						Sabbagh, Mark/0000-0003-2938-6288													0009-3920	1467-8624				2024 OCT 29	2024										10.1111/cdev.14190	http://dx.doi.org/10.1111/cdev.14190		OCT 2024						39470027					WOS:001344160700001
J	Sayler, K; Mclaughlin, KA; Belsky, J				Sayler, Kristina; Mclaughlin, Katie A.; Belsky, Jay			Early-life threat and deprivation: Are children similarly affected by exposure to each?	CHILD DEVELOPMENT												Extensive evidence documents negative consequences of adversity for children's development. Here, we extend such work by looking beyond average effects to consider variation in susceptibility to both threat and deprivation in terms of cognitive and social-emotional development, using an influence-statistic methodology. Data come from the ongoing Avon Longitudinal Study of Parents and Children (N = 14,541, 49.1% female, age range: 6 month to 12 year, race and ethnicity: 97.8% white, 0.4% black, and 0.6% other). With respect to anticipated associations of threat with problem behavior and of deprivation with cognition, results of this pre-registered research revealed that a roughly equal proportion of children proved to be susceptible in a domain-general manner (similarly influenced) and a domain-specific one (dissimilarly influenced). Implications for intervention are considered.																			0009-3920	1467-8624				2024 OCT 28	2024										10.1111/cdev.14188	http://dx.doi.org/10.1111/cdev.14188		OCT 2024						39467022					WOS:001347405800001
J	Wei, LH; Marceau, K; Chen, XY; Gest, S; Liu, JS; Li, D; French, DC				Wei, Luhao; Marceau, Kristine; Chen, Xinyin; Gest, Scott; Liu, Junsheng; Li, Dan; French, Doran C.			Children's friendship stability in the United States, China, and Indonesia: Associations with individual attributes and dyadic similarity	CHILD DEVELOPMENT												Predictors of friendship stability from individual attributes and dyadic similarities were assessed using cross-classified multilevel analyses in this 6- to 8-month longitudinal study of 10-year-old US (White, Black, Asian, other; n = 477, 50% girls), Chinese (n = 467, 59% girls), and Indonesian (Sudanese, Javanese, other; n = 419, 45% girls) children with complete participation and reciprocated baseline friendships. Across countries, individual attributes of social preference, popularity, and academic achievement and dyadic social preference similarity positively predicted friendship stability. Dyadic similarity of popularity, academic achievement, and aggression respectively predicted friendship stabilities of US, Chinese, and Indonesian children. Both individual attributes and dyadic similarity predicted friendship stability, with results that varied across countries consistent with attributes' reputational salience.					Liu, Junsheng/JDC-3212-2023; Marceau, Kristine/AAU-5587-2020	Marceau, Kristine/0000-0002-8924-6597; French, Doran/0000-0002-4997-1807													0009-3920	1467-8624				2024 OCT 26	2024										10.1111/cdev.14189	http://dx.doi.org/10.1111/cdev.14189		OCT 2024						39460546					WOS:001341337600001
J	Niklas, F; Birtwistle, E; Mues, A; Wirth, A				Niklas, Frank; Birtwistle, Efsun; Mues, Anna; Wirth, Astrid			Learning apps at home prepare children for school	CHILD DEVELOPMENT												The usage of high-quality learning applications (apps) at home may increase children's mathematical and literacy competencies. This approach was tested in a family intervention study. Intervention families (n = 302) in two German cohorts (N = 500; M (SD)age = 61.0 (4.6) months; n female = 302) received tablets with newly developed learning apps focusing either on mathematical or literacy learning for every-day usage at home across half a kindergarten year. Compared with two control groups with and without tablets, children in the intervention groups significantly enhanced their specific competencies (eta 2 = .03-.10). Higher app usage was associated with greater gains (Delta R2 = .01-.02). Consequently, an easy-to-apply app-based intervention supports children's development of cognitive competencies and helps prepare them for school.					Mues, Anna/HTM-0862-2023; Niklas, Frank/G-2529-2015	Niklas, Frank/0000-0002-3777-7388													0009-3920	1467-8624				2024 OCT 24	2024										10.1111/cdev.14184	http://dx.doi.org/10.1111/cdev.14184		OCT 2024						39445714					WOS:001339787900001
J	Siqueiros-Sanchez, M; Bussu, G; Portugal, AM; Ronald, A; Falck-Ytter, T				Siqueiros-Sanchez, Monica; Bussu, Giorgia; Portugal, Ana Maria; Ronald, Angelica; Falck-Ytter, Terje			Genetic and environmental contributions to individual differences in visual attention and oculomotor control in early infancy	CHILD DEVELOPMENT												Infants differ in their level of eye movement control, which at the extreme could be linked to autism. We assessed eye movements in 450 twins (225 pairs, 57% monozygotic, 46% female, aged 5-6 months) using the gap-overlap eye-tracking task. Shorter latency in the gap condition was associated with having more parent-rated autistic traits at 2 years. Latency across the task's three conditions was primarily explained by one highly heritable latent factor likely representing individual differences in basic oculomotor efficiency and/or in visual information processing. Additionally, disengagement of attention was linked to unique genetic factors, suggesting that genetic factors involved in visual attention are different from those involved in basic visual information processing and oculomotor efficiency.						bussu, giorgia/0000-0002-6071-3964; Siqueiros Sanchez, Monica/0000-0002-5455-6210													0009-3920	1467-8624				2024 OCT 24	2024										10.1111/cdev.14185	http://dx.doi.org/10.1111/cdev.14185		OCT 2024						39445681					WOS:001339792300001
J	Nelson, PM; Scheiber, F; Laughlin, HM; Demir-Lira, OE				Nelson, Paige M.; Scheiber, Francesca; Laughlin, Haley M.; Demir-Lira, O. Ece			Playful activities mitigate relations between parental mental health difficulties and child verbal outcomes	CHILD DEVELOPMENT												This study examined the role of parental involvement in the home learning environment in the association between parental mental health and child cognitive performance. In a sample of 174 three- to five-year-old children (52% female, 97% White, 7% Hispanic, 2019-2022), playful activities moderated the relation between parental general depression and child verbal reasoning and acquired verbal knowledge. However, there was no evidence that parental involvement moderated the association between parental mental health and child spatial reasoning. These results improve our understanding of the pathways by which parental mental health, even in a non-clinical community sample, relate to child outcomes and raise the possibility of leveraging playful activities as one mechanism to alleviate the potential role of parental mental health difficulties.																			0009-3920	1467-8624				2024 OCT 24	2024										10.1111/cdev.14187	http://dx.doi.org/10.1111/cdev.14187		OCT 2024						39445790					WOS:001339793200001
J	Lau, RC; Anderson, PJ; Gathercole, S; Wiley, JF; Spencer-Smith, M				Lau, Regine Cassandra; Anderson, Peter J.; Gathercole, Susan; Wiley, Joshua F.; Spencer-Smith, Megan			Does working memory training in children need to be adaptive? A randomized controlled trial	CHILD DEVELOPMENT												Most cognitive training programs are adaptive, despite limited direct evidence that this maximizes children's outcomes. This randomized controlled trial evaluated working memory training with difficulty of activities presented using adaptive, self-select, or stepwise compared with an active control. At baseline, immediately, and 6-months post-intervention, 201 Australian primary school children (101 males, 7-11 years) completed working memory tests (near and intermediate transfer) and the Raven's Standard Progressive Matrices, and caregivers completed the attention-deficit/hyperactivity disorder-Rating Scale-5 (far transfer). The intervention comprised ten 20-min sessions delivered in class. For each training condition, compared with the active control, there was no evidence of transfer immediately or 6-months post-intervention (negligible to small effects). This trial provides no evidence that adaptive working memory training maximizes children's outcomes.					Anderson, Peter/O-5302-2019; Wiley, Joshua/I-6058-2019; Anderson, Peter/B-6839-2015	Wiley, Joshua/0000-0002-0271-6702; Gathercole, Susan/0000-0001-6618-586X; Anderson, Peter/0000-0001-7430-868X; Spencer-Smith, Megan/0000-0002-1047-0829; Lau, Regine Cassandra/0000-0002-4916-9128													0009-3920	1467-8624				2024 OCT 23	2024										10.1111/cdev.14180	http://dx.doi.org/10.1111/cdev.14180		OCT 2024						39441044					WOS:001339761900001
