11. Dev Psychopathol. 2019 Oct;31(4):1299-1305. doi: 10.1017/S0954579418000731.	Development of ADHD symptoms in preschool children: Genetic and environmental  contributions.	Eilertsen EM(1), Gjerde LC(1), Kendler KS(2), Røysamb E(1), Aggen SH(2),  Gustavson K(1), Reichborn-Kjennerud T(1), Ystrom E(1).	Author information: (1)Norwegian Institute of Public Health. (2)Virginia Commonwealth University.	We examined genetic and environmental contributions to the development of  symptoms of attention-deficit/hyperactivity disorder (ADHD) in preschool  children. ADHD symptoms in siblings at 1.5, 3, and 5 years of age were  investigated in a population-based sample from the prospective Norwegian Mother  and Child Cohort Study. The longitudinal contributions of additive genetic,  shared, twin-specific, and unique environmental influences were estimated using  biometric structural equation models. Heritability of ADHD symptoms ranged from  54% to 70%. There was evidence of partially new genetic influences at successive  ages, with genetic correlations ranging from .58 to .89. Contributions from  shared environmental factors and twin-specific factors were minor. The  importance of unique environmental effects appeared to increase across ages, and  was mostly specific to a given age. There was no evidence suggesting that this  pattern differs across males and females. Symptoms of ADHD are highly  heritability in young children from as early as 1.5 years of age. Longitudinal  stability of ADHD symptoms is mainly attributable to genetic influences, but  there is also some evidence for age-specific genetic influences. These findings  contribute to our understanding of development of ADHD early in life, and can  guide future molecular genetics studies.	DOI: 10.1017/S0954579418000731 PMID: 30246674 [Indexed for MEDLINE]
12. Dev Psychopathol. 2019 May;31(2):601-617. doi: 10.1017/S0954579418000159. Epub  2018 Apr 29.	The development of temperament and character during adolescence: The processes  and phases of change.	Zohar AH(1), Zwir I(2), Wang J(2), Cloninger CR(2), Anokhin AP(2).	Author information: (1)Ruppin Academic Center,Israel. (2)Washington University School of Medicine,St. Louis.	We studied the pattern of personality development in a longitudinal  population-based sample of 752 American adolescents. Personality was assessed  reliably with the Junior Temperament and Character Inventory at 12, 14, and 16  years of age. The rank-order stability of Junior Temperament and Character  Inventory traits from age 12 to 16 was moderate (r = .35). Hierarchical linear  modeling of between-group variance due to gender and within-group variance due  to age indicated that harm avoidance and persistence decreased whereas  self-directedness and cooperativeness increased from age 12 to 16. Novelty  seeking, reward dependence, and self-transcendence increased from age 12 to 14  and then decreased. This biphasic pattern suggests that prior to age 14 teens  became more emancipated from adult authorities while identifying more with the  emergent norms of their peers, and after age 14 their created identity was  internalized. Girls were more self-directed and cooperative than boys and  maintained this advantage from age 12 to 16. Dependability of temperament at age  16 was mainly predicted by the same traits at earlier ages. In contrast,  maturity of character at age 16 was predicted by both temperament and character  at earlier ages. We conclude that character develops rapidly in adolescence to  self-regulate temperament in accord with personally valued goals shaped by  peers.	DOI: 10.1017/S0954579418000159 PMID: 29704900 [Indexed for MEDLINE]
13. Dev Psychopathol. 2018 Dec;30(5):1959-1976. doi: 10.1017/S0954579418001281.	Physical and psychosocial development of Mapuche and nonindigenous Chilean  toddlers: A modest role of ethnicity.	Navarrete MA(1), Silva JR(2), Van Ijzendoorn MH(3), Cárcamo RA(1).	Author information: (1)University of Magallanes,Chile. (2)Universidad del Desarrollo,Chile. (3)Capital Normal University,Beijing,China.	Mapuche represents the largest indigenous group in Chile amounting to nearly 10%  of the total population. In a longitudinal cohort of 12,398 children, we  analyzed the role of ethnicity in physical and psychosocial development of  Mapuche and nonindigenous Chilean toddlers (age 2.5 years), taking into account  sociodemographic and caregiver characteristics. As indicated by our univariate  analysis, the Mapuche developmental niche was characterized by lower income,  lower maternal education, poorer quality of the home environment, longer  breastfeeding, and higher parental stress. Physical development showed higher  body mass index. Mapuche children showed less externalizing problems. We then  analyzed the incremental contribution of ethnicity in a series of hierarchical  regressions with the second wave of developmental measurements (age 4.5 years)  as outcome variables, showing a significant but modest incremental contribution  of ethnicity to the prediction of children's development between 2.5 and 4.5  years of age. Controlling for environmental variables, Mapuche showed less  externalizing and internalizing, behavior problems. Socioeconomic status,  quality of the home environment, and parenting stress were stronger predictors  of socioemotional development than ethnicity per se.	DOI: 10.1017/S0954579418001281 PMID: 30451142 [Indexed for MEDLINE]
14. Dev Psychopathol. 2019 Oct;31(4):1557-1574. doi: 10.1017/S0954579418001323.	Linking Research Domain Criteria (RDoC) constructs to developmental  psychopathology: The role of self-regulation and emotion knowledge in the  development of internalizing and externalizing growth trajectories from ages 3  to 10.	Ip KI(1), Jester JM(2), Sameroff A(1), Olson SL(1).	Author information: (1)Department of Psychology. (2)Department of Psychiatry,University of Michigan,Ann Arbor,MI,USA.	Identifying Research Domain Criteria (RDoC) constructs in early childhood is  essential for understanding etiological pathways of psychopathology. Our central  goal was to identify early emotion knowledge and self-regulation difficulties  across different RDoC domains and examine how they relate to typical versus  atypical symptom trajectories between ages 3 and 10. Particularly, we assessed  potential contributions of children's gender, executive control, delay of  gratification, and regulation of frustration, emotion recognition, and emotion  understanding at age 3 to co-occurring patterns of internalizing and  externalizing across development. A total of 238 3-year-old boys and girls were  assessed using behavioral tasks and parent reports and reassessed at ages 5 and  10 years. Results indicated that very few children developed "pure"  internalizing or externalizing symptoms relative to various levels of  co-occurring symptoms across development. Four classes of co-occurring  internalizing and externalizing problems were identified: low, low-moderate,  rising, and severe-decreasing trajectories. Three-year-old children with poor  executive control but high emotion understanding were far more likely to show  severe-decreasing than low/low-moderate class co-occurring internalizing and  externalizing symptom patterns. Child gender and poor executive control  differentiated children in rising versus low trajectories. Implications for  early intervention targeting self-regulation of executive control are discussed.	DOI: 10.1017/S0954579418001323 PMCID: PMC6682471 PMID: 30719962 [Indexed for MEDLINE]
15. Dev Psychopathol. 2020 May 29:1-12. doi: 10.1017/S0954579420000437. Online ahead  of print.	The structure of psychopathology and association with poor sleep, self-harm,  suicidality, risky sexual behavior, and low self-esteem in a population sample  of adolescents.	Sunderland M(1), Forbes MK(2), Mewton L(3), Baillie A(4), Carragher N(5)(6),  Lynch SJ(1), Batterham PJ(7), Calear AL(7), Chapman C(1), Newton NC(1), Teesson  M(1), Slade T(1).	Author information: (1)The Matilda Centre for Research in Mental Health and Substance Use, Sydney  Medical School, Faculty of Medicine and Health, The University of Sydney,  Sydney, Australia. (2)Centre for Emotional Health, Department of Psychology, Macquarie University,  Sydney, Australia. (3)Centre for Healthy Brain Aging, School of Psychiatry, University of New South  Wales, Sydney, Australia. (4)Faculty of Health Sciences, The University of Sydney, Sydney, Australia. (5)World Health Organisation, Geneva, Switzerland. (6)Office of Medical Education, University of New South Wales, Sydney,  Australia. (7)Centre for Mental Health Research, Australian National University, Canberra,  Australia.	There is a growing body of evidence highlighting the presence of a single  general dimension of psychopathology that can account for multiple associations  across mental and substance use disorders. However, relatively little evidence  has emerged regarding the validity of this model with respect to a range of  factors that have been previously implicated across multiple disorders. The  current study utilized a cross-sectional population survey of adolescents (n =  2,003) to examine the extent to which broad psychopathology factors account for  specific associations between psychopathology and key validators: poor sleep,  self-harm, suicidality, risky sexual behavior, and low self-esteem. Confirmatory  factor models, latent class models, and factor mixture models were estimated to  identify the best structure of psychopathology. Structural equation models were  then estimated to examine the broad and specific associations between each  psychopathology indicator and the validators. A confirmatory factor model with  three lower-order factors, representing internalizing, externalizing, and  psychotic-like experiences, and a single higher-order factor evidenced the best  fit. The associations between manifest indicators of psychopathology and  validators were largely nonspecific. However, significant and large direct  effects were found between several pairwise associations. These findings have  implications for the identification of potential targets for intervention and/or  tailoring of prevention programs.	DOI: 10.1017/S0954579420000437 PMID: 32468983
16. Dev Psychopathol. 2019 Dec;31(5):1609-1618. doi: 10.1017/S095457941900083X.	Beyond deviancy-training: Deviant adolescent friendships and long-term social  development.	Allen JP(1), Narr RK(1), Loeb EL(1), Davis AA(1).	Author information: (1)Department of Psychology, University of Virginia, Charlottesville, VA, USA.	Adolescent association with deviant and delinquent friends was examined for its  roots in coercive parent-teen interactions and its links to functional  difficulties extending beyond delinquent behavior and into adulthood. A  community sample of 184 adolescents was followed from age 13 to age 27, with  collateral data obtained from close friends, classmates, and parents. Even after  accounting for adolescent levels of delinquent and deviant behavior, association  with deviant friends was predicted by coercive parent-teen interactions and then  linked to declining functioning with peers during adolescence and greater  internalizing and externalizing symptoms and poorer overall adjustment in  adulthood. Results are interpreted as suggesting that association with deviant  friends may disrupt a core developmental task-establishing positive  relationships with peers-with implications that extend well beyond  deviancy-training effects.	DOI: 10.1017/S095457941900083X PMCID: PMC6854276 PMID: 31496449 [Indexed for MEDLINE]
17. Dev Psychopathol. 2019 Aug;31(3):1067-1083. doi: 10.1017/S0954579419000609. Epub  2019 May 21.	Excitability and irritability in preschoolers predicts later psychopathology:  The importance of positive and negative emotion dysregulation.	Vogel AC(1), Jackson JJ(2), Barch DM(1), Tillman R(1), Luby JL(1).	Author information: (1)Department of Psychiatry,Washington University in St. Louis School of  Medicine,St. Louis,MO,USA. (2)Department of Psychological and Brain Sciences,Washington University in St.  Louis,St. Louis, MO,USA.	Emotion dysregulation is a risk factor for the development of a variety of  psychopathologic outcomes. In children, irritability, or dysregulated negative  affect, has been the primary focus, as it predicts later negative outcomes even  in very young children. However, dysregulation of positive emotion is  increasingly recognized as a contributor to psychopathology. Here we used an  exploratory factor analysis and defined four factors of emotion dysregulation:  irritability, excitability, sadness, and anhedonia, in the preschool-age  psychiatric assessment collected in a sample of 302 children ages 3-5 years  enriched for early onset depression. The irritability and excitability factor  scores defined in preschoolers predicted later diagnosis of mood and  externalizing disorders when controlling for other factor scores, social  adversity, maternal history of mood disorders, and externalizing diagnoses at  baseline. The preschool excitability factor score predicted emotion lability in  late childhood and early adolescence when controlling for other factor scores,  social adversity, and maternal history. Both excitability and irritability  factor scores in preschoolers predicted global functioning into the teen years  and early adolescence, respectively. These findings underscore the importance of  positive, as well as negative, affect dysregulation as early as the preschool  years in predicting later psychopathology, which deserves both further study and  clinical consideration.	DOI: 10.1017/S0954579419000609 PMCID: PMC7059859 PMID: 31109387 [Indexed for MEDLINE]
18. Dev Psychopathol. 2018 Dec;30(5):1679-1698. doi: 10.1017/S0954579418001177. Epub  2018 Oct 5.	Neighborhood structural characteristics and Mexican-origin adolescents'  development.	White RMB(1), Zeiders KH(2), Safa MD(1).	Author information: (1)Arizona State University. (2)University of Arizona.	Ethnic-racial and socioeconomic residential segregation are endemic in the  United States, representing societal-level sociocultural processes that likely  shape development. Considered alongside communities' abilities to respond to  external forces, like stratification, in ways that promote youth adaptive  functioning and mitigate maladaptive functioning, it is likely that residence in  segregated neighborhoods during adolescence has both costs and benefits. We  examined the influences that early adolescents' neighborhood structural  characteristics, including Latino concentration and concentrated poverty, had on  a range of developmentally salient downstream outcomes (i.e., internalizing,  externalizing, prosocial behaviors, and ethnic-racial identity resolution) via  implications for intermediate aspects of adolescents' community participation  and engagement (i.e., ethnic-racial identity exploration, ethnic-racial  discrimination from peers, and school attachment). These mediational mechanisms  were tested prospectively across three waves (Mage w1-w3 = 12.79, 15.83, 17.37  years, respectively) in a sample of 733 Mexican-origin adolescents (48.8%  female). We found higher neighborhood Latino concentration during early  adolescence predicted greater school attachment and ethnic-racial identity  exploration and lower discrimination from peers in middle adolescence. These  benefits, in turn, were associated with lower externalizing and internalizing  and higher ethnic-racial identity resolution and prosocial behaviors in late  adolescence. Findings are discussed relative to major guidelines for integrating  culture into development and psychopathology.	DOI: 10.1017/S0954579418001177 PMID: 30289093 [Indexed for MEDLINE]
19. Dev Psychopathol. 2019 Oct;31(4):1367-1380. doi: 10.1017/S0954579418000792.	Role of adolescent exposure to rockets in the links between personality  vulnerability and psychopathology.	Shahar G(1), Henrich CC(2).	Author information: (1)Department of Psychology,Ben-Gurion University of the Negev,Be'er  Sheva,Israel. (2)Department of Psychology,Georgia State University,Atlanta,GA,USA.	The aim of this study is to examine the role of repeated exposure to rocket  attacks in the links between personality vulnerability (dependency and  self-criticism) and internalizing/externalizing psychopathology. A main-effect  vulnerability model (personality leads to psychopathology) was compared with a  main-effect scarring model (psychopathology leads to personality vulnerability).  Also, a stress-diathesis pattern (personality vulnerability is activated under  stress) was compared to a dual-vulnerability pattern (either personality  vulnerability or stress, but not both, lead to psychopathology). Israeli  adolescents (N = 362) repeatedly exposed to rocket attacks were assessed  annually over 3 years. In 2008 and 2010, personality and psychopathology were  assessed. Cumulative exposure was measured as the sums of exposure across the  three assessment waves. Theoretical models were tested via Autoregressive  Cross-Lagged Structural Equation Modeling analyses. Baseline dependency and  self-criticism were associated with an increase in anxiety, whereas baseline  depression was associated with an increase in dependency. Under low, not high,  levels of rocket exposure, self-criticism and depression were longitudinally  associated. Violence commission was associated with an increase in dependency  under high, not low, cumulative exposure. Results are consistent with both  scarring and vulnerability models, and with both stress-diathesis and  dual-vulnerability patterns of adolescent risk and resilience.	DOI: 10.1017/S0954579418000792 PMID: 30520399 [Indexed for MEDLINE]
20. Dev Psychopathol. 2020 Jun 11:1-13. doi: 10.1017/S0954579420000541. Online ahead  of print.	Incipient alcohol use in childhood: Early alcohol sipping and its relations with  psychopathology and personality.	Watts AL(1), Wood PK(1), Jackson KM(2), Lisdahl KM(3), Heitzeg MM(4), Gonzalez  R(5), Tapert SF(6), Barch DM(7), Sher KJ(1).	Author information: (1)Department of Psychological Sciences, University of Missouri, Columbia, MI,  USA. (2)Center for Alcohol and Addiction Studies, Brown University, Providence, USA. (3)Department of Psychology, University of Wisconsin-Milwaukee, Milwaukee, WI,  USA. (4)Department of Psychiatry, University of Michigan, Ann Arbor, MI, USA. (5)Department of Psychology, Florida International University, Miami, FL, USA. (6)Department of Psychiatry, University of California San Diego, La Jolla, CA,  USA. (7)Departments of Psychological & Brain Sciences, Psychiatry and Radiology,  Washington University, St. Louis, MO, USA.	Prior research has shown that sipping of alcohol begins to emerge during  childhood and is potentially etiologically significant for later substance use  problems. Using a large, community sample of 9- and 10-year-olds (N = 11,872;  53% female), we examined individual differences in precocious alcohol use in the  form of alcohol sipping. We focused explicitly on features that are robust and  well-demonstrated correlates of, and antecedents to, alcohol excess and related  problems later in the lifespan, including youth- and parent-reported  externalizing traits (i.e., impulsivity, behavioral inhibition and activation)  and psychopathology. Seventeen percent of the sample reported sipping alcohol  outside of a religiously sanctioned activity by age 9 or 10. Several aspects of  psychopathology and personality emerged as small but reliable correlates of  sipping. Nonreligious sipping was related to youth-reported impulsigenic traits,  aspects of behavioral activation, prodromal psychotic-like symptoms, and mood  disorder diagnoses, as well as parent-reported externalizing disorder diagnoses.  Religious sipping was unexpectedly associated with certain aspects of  impulsivity. Together, our findings point to the potential importance of  impulsivity and other transdiagnostic indicators of psychopathology (e.g.,  emotion dysregulation, novelty seeking) in the earliest forms of drinking  behavior.	DOI: 10.1017/S0954579420000541 PMCID: PMC7814694 PMID: 32522303
